utc_week,country,os,vertical,creative_format,cpm,cpi,ftd_rate,cftd,avg_user_spend,gross_spend_usd,spend_share,unique_bundle_count,,https://moloco.looker.com/explore/ads_bpd_china/fact_dsp_all_joined?qid=kwWfa0cZQn2kEMQOesyzK6,,,WITH main as (WITH fact_dsp_creative AS (
2024-10-21,GBR,ANDROID,RMG,Playables,78.45183867,33.74376446,0,,800.2495008,11229.56364,0.532933814,3,,,,,
2024-08-12,CAN,IOS,RMG,Video,18.81358325,39.86530309,0.04015151515,3045.490546,341.7800283,37478.1086,0.762975573,4,,,,,
2025-08-25,USA,ANDROID,RMG,Video,69.51411415,20.07220609,0.01506288592,2674.025609,342.3253317,259774.2269,0.841696617,34,,,,,
2024-11-04,USA,IOS,Sportsbetting,Statics,0.58597375,14.42506282,0.07794171301,181.6744914,165.1669713,63205.03482,0.457931895,4,,,,,
2025-04-14,USA,IOS,RMG,Video,49.35861119,33.42905028,0.08074168284,870.0885494,453.5808201,1438916.01,0.693050857,47,,,,,
2025-02-10,USA,IOS,RMG,Playables,64.38065591,16.14084856,0,,245.4598107,149569.0035,0.295611498,11,,,,,
2025-06-23,USA,IOS,RMG,Video,52.87941211,38.5030899,0.0951057232,519.8224029,372.1769879,1062196.91,0.680795703,35,,,,,
2024-12-02,GBR,IOS,Sportsbetting,Statics,1.454282333,14.2850077,0.07620689302,191.1117208,144.4926885,47214.90157,0.800474791,3,,,,,
2024-11-11,GBR,IOS,RMG,Statics,0.761733182,26.75444824,0.08208216717,263.2900039,531.8008868,70896.29811,0.630642036,11,,,,,
2025-02-03,GBR,IOS,RMG,Statics,0.464242417,23.78191379,0.07663895359,184.2233686,168.8945729,64513.37851,0.540062568,12,,,,,
2025-08-18,USA,ANDROID,Sportsbetting,Video,26.653204,47.06840135,0.02809706258,594.3834996,354.5969872,29044.23961,0.67386948,3,,,,,
2024-08-26,USA,IOS,Sportsbetting,Statics,0.75006225,14.92538464,0.08543614925,263.28015,107.6680867,121348.2436,0.464142015,4,,,,,
2024-08-19,USA,IOS,Sportsbetting,Video,29.137087,60.70232715,0.1188974962,330.0006362,297.1022534,143444.113,0.676445686,3,,,,,
2024-09-23,GBR,IOS,RMG,Playables,23.440609,25.98564221,0.0612244898,250.9518291,234.0759009,27378.34491,0.636438737,3,,,,,
2024-11-25,PHL,ANDROID,RMG,Video,2.623174,0.432267709,,,8.632613215,10975.79481,1,3,,,,,
2025-05-26,USA,IOS,Sportsbetting,Video,23.0425735,53.23700359,0.04934200885,789.8468153,513.0140564,216427.2867,0.607837041,6,,,,,
2025-02-17,GBR,ANDROID,RMG,Video,15.99914467,11.97512933,0,,146.8503718,13436.57137,0.80555725,3,,,,,
2025-03-24,CAN,IOS,RMG,Statics,0.43207075,44.6292693,0.02884615385,404.1957158,319.0929202,17631.21998,0.308523261,4,,,,,
2025-01-27,CAN,IOS,RMG,Statics,0.408312667,49.81671625,0.08583877996,990.5582357,383.5733273,13514.71446,0.373106512,3,,,,,
2025-04-14,CAN,IOS,RMG,Statics,0.4594074,47.18256555,0,,615.6987023,17736.67011,0.396405809,5,,,,,
2025-06-09,CAN,IOS,RMG,Video,27.65463875,71.33259758,0.03137081535,2297.675373,915.0881021,49958.88932,0.98964073,4,,,,,
2025-06-02,GBR,ANDROID,RMG,Video,35.97586824,29.005213,0.1073032561,619.1105204,391.0494671,85795.50368,0.841352594,17,,,,,
2024-11-11,USA,IOS,RMG,Video,42.58958433,27.69916962,0.111044066,782.3930154,302.8562469,1045459.067,0.691049553,43,,,,,
2025-08-11,USA,IOS,RMG,Video,41.49029453,33.3452894,0.1127300599,407.2927585,433.7668414,1224146.004,0.734857204,38,,,,,
2024-12-02,USA,IOS,Sportsbetting,Statics,1.660321,16.87405581,0.08243592713,149.9060387,112.3722263,146401.3802,0.474973917,5,,,,,
2024-10-21,USA,IOS,RMG,Playables,79.13800482,18.30696617,0.03111111111,714.5409625,222.1109595,75184.5133,0.307177704,11,,,,,
2025-06-16,GBR,IOS,RMG,Video,21.46887618,45.26610576,0.1456205589,385.7217776,293.5068915,81753.03842,0.514186283,11,,,,,
2024-09-16,GBR,IOS,RMG,Video,21.490719,33.40235075,0.08422149675,433.7710379,328.6551072,90399.38568,0.580090062,11,,,,,
2025-03-10,GBR,IOS,RMG,Video,20.799244,42.7787345,0.1079776285,242.3142234,257.8029667,100565.6295,0.465829776,14,,,,,
2025-02-17,USA,IOS,Sportsbetting,Video,17.3950512,147.2913083,0.06586538034,551.4980773,899.4350954,242876.6705,0.659219424,5,,,,,
2025-05-19,USA,ANDROID,RMG,Statics,3.682603043,14.41122064,0.0390625,429.2670523,290.5601024,117130.3589,0.269336349,23,,,,,
2024-12-30,USA,IOS,RMG,Playables,31.20343285,24.65372271,0.03482587065,915.2052089,275.1586119,196645.0778,0.285715107,13,,,,,
2024-12-16,USA,IOS,Sportsbetting,Statics,0.7269442,22.4072596,0.0865361,202.1062075,150.939097,173285.7234,0.480715757,5,,,,,
2025-06-30,PHL,ANDROID,RMG,Video,5.6401675,1.196829566,,,18.47504971,24337.64157,0.791012368,4,,,,,
2025-08-11,DEU,IOS,RMG,Video,19.926116,35.53363691,0.05714285714,471.5801314,294.4029768,7376.695622,0.665415421,3,,,,,
2025-07-28,CAN,IOS,RMG,Video,23.970576,68.92511686,0.0303030303,1066.053438,692.7148544,23550.7549,0.792254895,7,,,,,
2024-08-05,USA,IOS,Sportsbetting,Video,32.122583,53.61254472,0.07413069563,506.4969379,398.9799055,80776.66742,0.746536113,3,,,,,
2024-10-21,USA,IOS,Sportsbetting,Video,12.016123,35.253886,0.06685390732,338.9362085,214.3476607,198191.5496,0.697599214,4,,,,,
2024-10-28,USA,IOS,Sportsbetting,Video,15.6034396,40.9197165,0.05209144435,346.3720182,226.0977288,206784.0241,0.742147806,5,,,,,
2024-11-04,CAN,IOS,RMG,Video,27.945183,61.09770068,0.04545454545,2477.662469,528.099954,39399.3379,0.883010925,4,,,,,
2025-03-10,USA,IOS,RMG,Video,55.44787976,26.89036412,0.1018372814,600.5014755,306.5901569,1682129.54,0.623483261,45,,,,,
2024-12-16,USA,IOS,RMG,Video,30.22509037,29.78204086,0.09550672289,1217.068578,319.7079716,1046694.202,0.705714156,38,,,,,
2025-05-12,GBR,ANDROID,RMG,Video,32.26856407,16.80552918,0.01383763838,277.1936208,161.7132921,124888.1546,0.97578583,14,,,,,
2025-05-05,USA,ANDROID,RMG,Playables,100.7176561,20.83390902,0,,286.3100236,92412.66688,0.335388704,14,,,,,
2025-06-23,USA,IOS,RMG,Playables,62.61358064,21.2825126,0.03773584906,510.7432943,286.7566634,158298.3598,0.41809888,14,,,,,
2025-03-03,CAN,ANDROID,RMG,Video,34.76547467,91.72479622,0.04,5134.731476,2150.633005,15622.72059,1,3,,,,,
2024-12-02,GBR,ANDROID,RMG,Video,20.97687267,10.90019005,0.02437417655,190.3540498,226.3879827,37362.61489,0.877764176,6,,,,,
2024-09-02,AUS,ANDROID,RMG,Video,34.3008295,11.46017327,0,,241.3439673,8662.012762,1,4,,,,,
2025-03-31,USA,IOS,Sportsbetting,Video,17.70532625,84.64635253,0.01246874201,1653.030081,364.5214862,351320.8396,0.70933893,4,,,,,
2024-08-12,USA,ANDROID,RMG,Playables,67.549564,14.36344641,0,,146.1353944,12800.88763,0.273494172,3,,,,,
2024-08-19,USA,IOS,Sportsbetting,Statics,0.839962667,12.67066407,0.02858115005,527.3300842,72.82180428,108586.4371,0.618085746,3,,,,,
2025-08-04,USA,IOS,Sportsbetting,Statics,0.47163625,36.51348967,0.02165506574,568.998027,321.1801564,69525.82683,0.504635267,4,,,,,
2024-11-11,GBR,ANDROID,RMG,Video,21.0742878,15.81742951,0.02385821404,180.8267498,179.665063,26424.47891,0.775796506,5,,,,,
2025-01-27,GBR,ANDROID,RMG,Video,12.64256933,11.14466623,0,,165.8742688,14242.91945,1,3,,,,,
2025-08-04,GBR,IOS,Sportsbetting,Video,20.732574,29.43989498,0.05817380519,267.8849957,258.6331373,38160.43524,0.372950486,3,,,,,
2024-10-07,GBR,IOS,RMG,Statics,0.134519333,20.50525177,0,,135.7521343,17461.2099,0.645961636,6,,,,,
2024-09-30,CAN,IOS,RMG,Video,19.76685975,42.86434591,0.05844907407,796.2953182,591.9842172,44654.18171,0.838363871,4,,,,,
2024-08-26,USA,ANDROID,RMG,Statics,2.52921281,17.64288428,0.1446799721,579.5626726,237.3296248,86950.91819,0.222854181,21,,,,,
2025-02-17,USA,ANDROID,RMG,Video,67.24936989,17.70487262,0.07587780657,1411.026442,265.6119073,783944.9557,0.847178055,44,,,,,
2025-04-21,USA,ANDROID,RMG,Statics,2.270130625,19.69515963,0.04107142857,1020.740794,215.1206665,94722.55696,0.267134915,24,,,,,
2025-03-17,BRA,ANDROID,RMG,Video,7.4436966,3.198830738,,,52.24840173,48233.95183,0.972860635,5,,,,,
2025-08-11,USA,ANDROID,Sportsbetting,Video,29.085912,55.1609627,0.01740644038,1596.102116,690.2873407,44592.30066,0.773526015,3,,,,,
2025-05-19,GBR,IOS,RMG,Video,23.95816718,42.56520492,0.1280343941,255.9765295,265.3339899,79369.15903,0.508174739,11,,,,,
2025-07-28,USA,ANDROID,RMG,Statics,3.643164588,15.61280184,0.03658536585,1257.567524,225.7681362,54057.15425,0.188126084,17,,,,,
2025-06-16,USA,IOS,Sportsbetting,Video,19.6850862,65.6537326,0.0421744325,672.1342316,532.2599677,225695.9489,0.767896541,5,,,,,
2025-02-10,BRA,ANDROID,RMG,Video,4.3780964,2.485438891,,,15.36559671,40078.66784,0.969431191,5,,,,,
2024-12-09,USA,IOS,Sportsbetting,Video,15.29775975,58.98142819,0.06103784829,577.0247192,399.5553105,218947.8314,0.644191139,4,,,,,
2024-09-16,GBR,ANDROID,RMG,Video,26.2026732,25.65802011,0.1629161032,149.0421661,200.4103987,40061.13619,0.854695859,10,,,,,
2024-10-07,DEU,IOS,RMG,Video,36.26633375,20.43973608,,,268.6032211,28923.50216,0.890008796,4,,,,,
2025-07-21,DEU,IOS,RMG,Statics,0.197459,23.83541162,0.05785123967,345.40181,457.2600812,7573.845284,0.491506375,3,,,,,
2025-04-14,USA,IOS,Sportsbetting,Video,21.1606806,126.1773884,0.03262565978,1069.753565,901.4854693,383401.1247,0.732637388,5,,,,,
2025-06-09,GBR,ANDROID,RMG,Playables,37.13605167,131.4334526,0.6666666667,572.1941915,274.8104585,11182.67658,0.28448736,3,,,,,
2025-04-28,CAN,IOS,RMG,Statics,0.4701005,57.32450539,0,,824.0379767,18942.48821,0.306115353,6,,,,,
2025-05-05,USA,ANDROID,RMG,Video,70.50899384,21.50736778,0.06615127887,907.5650018,259.9059518,910933.456,0.828785516,57,,,,,
2025-06-02,GBR,ANDROID,RMG,Statics,4.229523333,174.8424015,0.1626262626,1052.51244,1052.51244,11087.78814,0.655034566,6,,,,,
2025-02-10,USA,ANDROID,RMG,Statics,2.314428389,9.995942718,0.05882352941,502.4738383,125.3652628,84830.63323,0.270714758,18,,,,,
2025-03-03,USA,ANDROID,RMG,Statics,2.286835609,12.34137899,0.1764705882,807.7595334,154.650826,94413.36262,0.227213751,23,,,,,
2025-05-05,USA,ANDROID,RMG,Statics,2.521334885,18.33747388,0.05988184748,875.4597106,181.2828898,106688.8029,0.271683989,26,,,,,
2024-09-30,USA,ANDROID,RMG,Statics,2.881794389,12.69584273,0.04761904762,1345.759525,176.1474306,108517.9278,0.145445428,18,,,,,
2024-12-23,USA,ANDROID,RMG,Statics,2.881914222,14.35287822,0.03333333333,4174.228795,334.1533194,72190.67497,0.245382768,18,,,,,
2025-02-10,CAN,IOS,RMG,Statics,0.4364425,49.13826904,0.02631578947,622.6181735,405.263185,18440.19497,0.414619554,4,,,,,
2025-03-17,GBR,ANDROID,RMG,Video,28.18960767,15.35121107,0.0763546798,62.32537507,376.5093288,28307.7604,1,6,,,,,
2024-09-23,GBR,IOS,RMG,Statics,0.334443556,20.25130832,0.08685355065,170.3104777,182.217177,119770.095,0.643385699,9,,,,,
2024-08-19,DEU,IOS,RMG,Playables,38.85650033,18.16793818,,,241.5316446,11644.28301,0.604704967,3,,,,,
2025-06-02,USA,IOS,Sportsbetting,Statics,0.6023996,36.98085102,0.09019982681,135.6325371,280.9505501,145717.082,0.501426598,5,,,,,
2024-11-11,USA,IOS,Sportsbetting,Video,17.37100133,40.3376755,0.08441608215,249.5772785,226.4870202,242134.9154,0.672910751,3,,,,,
2025-07-21,USA,ANDROID,Sportsbetting,Statics,1.100971333,27.04911295,0.008771929825,2333.04648,212.8281746,9012.583635,0.635776569,3,,,,,
2025-05-26,CAN,IOS,RMG,Statics,0.546376,76.43865514,0,,236.6208901,8277.640465,0.722240858,3,,,,,
2025-07-21,CAN,IOS,RMG,Video,29.67111233,47.81914418,0,,828.7054588,15992.59463,0.855684755,3,,,,,
2025-06-30,CAN,IOS,RMG,Statics,0.360476,30.68674324,0.02380952381,733.2724683,429.5511028,7997.830922,0.428639203,3,,,,,
2024-10-21,GBR,IOS,Sportsbetting,Statics,0.860300667,8.621860001,0.09342613805,60.4780651,60.91701224,10507.98052,0.691756068,3,,,,,
2025-08-04,USA,IOS,Sportsbetting,Video,14.17113975,53.47093172,0.05567168339,486.3314673,442.6927403,131263.213,0.740569873,4,,,,,
2024-10-21,DEU,IOS,RMG,Video,37.27229867,22.13395172,,,227.8440022,15515.84453,0.951976364,3,,,,,
2025-05-12,CAN,ANDROID,RMG,Video,29.83157667,40.78734612,,,230.9629685,15223.09818,0.90178966,3,,,,,
2025-05-05,CAN,IOS,RMG,Video,31.53263871,45.14221991,0.008547008547,2127.422153,696.6611929,72759.08158,0.928064534,7,,,,,
2025-08-04,USA,ANDROID,RMG,Playables,98.19890442,17.42990868,0.04545454545,821.4124949,227.5680132,56799.19259,0.333703627,12,,,,,
2024-08-12,USA,IOS,Sportsbetting,Video,31.55629767,55.50967182,0.08455270752,257.2683799,254.454389,95939.48604,0.610634983,3,,,,,
2024-11-25,USA,IOS,RMG,Playables,59.22064008,29.4962226,0.04590818363,698.6499648,332.5340442,82818.07561,0.306874672,12,,,,,
2025-05-26,USA,IOS,Sportsbetting,Statics,0.7416225,45.7238909,0.03897385298,348.6590666,493.5291446,162356.6248,0.56000042,4,,,,,
2025-06-23,USA,IOS,Sportsbetting,Statics,0.728578,38.90408323,0.0373540856,388.2025147,296.1785772,138464.1632,0.447208647,5,,,,,
2024-08-26,BRA,ANDROID,RMG,Video,10.5704345,3.001090981,,,20.80873156,40222.04281,1,6,,,,,
2024-10-14,CAN,IOS,RMG,Video,23.8852705,67.12142371,0.08187134503,943.580689,506.629825,47224.87625,0.860200095,4,,,,,
2024-11-25,CAN,IOS,RMG,Statics,0.392708333,54.5286786,0.07565982405,546.1417483,476.8373898,7161.385301,0.502004885,3,,,,,
2025-08-18,USA,IOS,RMG,Video,47.508252,35.41825357,0.1150685063,604.4290126,385.2882414,1147837.764,0.724077221,35,,,,,
2025-08-25,GBR,IOS,Sportsbetting,Statics,1.283063667,62.47796018,0.0696419168,214.7517808,563.3837222,23807.50735,0.536974113,3,,,,,
2024-12-02,CAN,IOS,RMG,Statics,0.380429,52.59977023,0.1187916027,587.8139305,711.1385602,9402.361846,0.488306896,3,,,,,
2025-06-16,DEU,ANDROID,RMG,Video,29.48200567,15.41810807,0,,470.3951156,66346.77509,0.966759811,6,,,,,
2025-02-10,GBR,ANDROID,RMG,Video,16.68245333,14.22092853,0,,159.2470066,13593.13364,0.818486085,3,,,,,
2025-07-21,USA,ANDROID,Sportsbetting,Video,32.33535733,70.61576033,0.007407407407,3063.196003,675.6787686,10145.37773,0.697556764,3,,,,,
2024-08-05,GBR,IOS,RMG,Video,20.93042573,24.39663804,0.08584120806,184.4195666,185.6565577,81482.29669,0.50870661,11,,,,,
2025-02-17,USA,IOS,RMG,Playables,56.4809082,15.3264432,0,,220.6494937,138381.6467,0.29215328,10,,,,,
2024-12-30,BRA,ANDROID,RMG,Video,4.207272833,1.305709497,,,9.620454527,50027.0615,1,6,,,,,
2025-02-03,GBR,IOS,RMG,Video,14.90101092,30.97349795,0.09879341911,303.2164056,272.2301642,81978.98014,0.441509886,12,,,,,
2025-08-04,GBR,ANDROID,RMG,Video,32.79859183,23.49475569,0.1046511628,90.52626953,182.7679976,48198.69874,1,6,,,,,
2024-10-07,USA,IOS,RMG,Playables,74.4916523,19.46946341,0.04166666667,425.8255697,238.9575658,50993.14841,0.286569894,10,,,,,
2024-07-29,USA,IOS,RMG,Playables,83.379683,11.69386217,0,,220.473221,21223.34425,0.357225405,6,,,,,
2025-06-30,CAN,ANDROID,RMG,Video,33.340952,49.27435081,,,1010.935542,15122.65464,1,5,,,,,
2025-04-14,CAN,IOS,RMG,Video,28.46284791,58.29104115,0.03492474916,2941.165135,629.5799692,99236.52109,0.819815541,11,,,,,
2024-08-12,USA,IOS,RMG,Video,39.257873,22.73849627,0.08072849165,861.4447677,287.0770766,1157295.086,0.78585635,35,,,,,
2024-11-11,USA,ANDROID,RMG,Statics,3.629102174,16.91821708,0.02976190476,2873.617287,335.9037987,117386.0883,0.190485909,23,,,,,
2024-12-30,USA,IOS,Sportsbetting,Video,14.084921,69.08676691,0.07698969486,535.3624257,396.0655473,249517.366,0.706912229,4,,,,,
2025-06-09,USA,IOS,Sportsbetting,Statics,0.741127,45.32917343,0.03518728717,408.6177045,394.947779,136680.8856,0.585591262,4,,,,,
2025-01-27,USA,IOS,RMG,Statics,0.579683481,23.60616787,0.09778649502,255.4715347,306.8994615,481009.1661,0.380337606,27,,,,,
2025-05-12,CAN,IOS,RMG,Video,32.0797045,40.77034434,0.01793667991,1816.866396,728.1939163,50708.47137,1,4,,,,,
2024-09-09,CAN,ANDROID,RMG,Video,30.29778017,26.7082929,0.05445544554,1071.425047,356.8789434,29028.08758,0.983903172,6,,,,,
2025-08-11,GBR,IOS,RMG,Statics,0.778664455,117.1719818,0.1308192783,197.9894707,404.0453281,94182.9383,0.55593835,11,,,,,
2025-08-25,USA,ANDROID,Sportsbetting,Video,25.98693,59.89728326,0.02265372168,686.810355,763.8668589,12523.02907,0.66263531,3,,,,,
2024-08-19,GBR,IOS,RMG,Statics,0.349208167,21.0831304,0.1073192742,156.4523365,171.5870615,93373.21458,0.608372101,6,,,,,
2025-06-23,USA,ANDROID,Sportsbetting,Statics,2.659945333,22.99162987,0.05172413793,747.4468393,595.3585815,13637.81179,0.643624713,3,,,,,
2024-10-28,BRA,ANDROID,RMG,Video,14.766669,2.997419189,,,19.87095963,44200.66908,1,4,,,,,
2025-07-07,USA,ANDROID,Sportsbetting,Statics,1.611308,29.51950311,0.0125,2598.509025,323.6097622,9784.874604,0.606372512,3,,,,,
2024-08-26,USA,IOS,RMG,Video,44.57159207,24.46968151,0.1188265575,670.9128088,305.1969824,1332438.542,0.751552009,42,,,,,
2025-08-04,CAN,IOS,RMG,Video,22.07055257,63.89104958,0.05212399541,1720.847859,867.8686895,31920.01935,0.794315518,7,,,,,
2025-08-11,USA,IOS,Sportsbetting,Statics,0.6389435,37.89016278,0.02607407407,242.2464165,299.2432055,91489.64655,0.486767918,4,,,,,
2025-05-05,GBR,IOS,RMG,Statics,0.659058818,26.43019516,0.09537301857,169.201116,179.9959577,77406.21139,0.523146972,11,,,,,
2025-06-30,USA,IOS,RMG,Playables,66.91251757,19.03919779,0.03888888889,613.1503283,264.0976799,142279.2693,0.466412327,14,,,,,
2024-09-30,GBR,IOS,Sportsbetting,Statics,0.464178667,23.13477409,0.07934712863,145.9092705,145.9092705,60317.03182,0.746173791,3,,,,,
2025-01-13,USA,IOS,RMG,Playables,43.64984887,19.16915837,0,,370.9935433,263740.0778,0.339441315,15,,,,,
2025-08-25,GBR,IOS,Sportsbetting,Video,19.49927267,54.01849884,0.06211597542,585.693805,513.1833539,15257.36233,0.463025887,3,,,,,
2025-03-17,USA,IOS,RMG,Video,59.24095557,26.77622761,0.1042508172,416.5366638,334.5372324,1570754.941,0.618871815,44,,,,,
2024-12-16,GBR,IOS,RMG,Statics,0.55096175,23.70651278,0.08028721425,163.9996709,190.7989097,69082.8801,0.570238111,12,,,,,
2025-06-30,BRA,ANDROID,RMG,Video,7.124944429,1.786299987,,,26.46408914,80423.23016,1,7,,,,,
2025-03-17,GBR,IOS,RMG,Video,18.46568577,41.17764805,0.08825822158,601.779283,475.045109,97370.13099,0.450251535,13,,,,,
2024-09-30,USA,IOS,Sportsbetting,Statics,0.66286175,15.50491345,0.143610417,136.9489713,115.6948697,107772.1422,0.501511091,4,,,,,
2024-10-28,GBR,IOS,RMG,Video,15.27730982,36.47649221,0.08761956225,641.5971547,543.5154062,79334.16889,0.522018925,11,,,,,
2025-07-21,DEU,ANDROID,RMG,Video,28.61773533,20.85259227,0,,591.6287316,51887.34686,0.839306358,6,,,,,
2024-11-04,USA,IOS,RMG,Video,41.97090649,26.01743063,0.1155349426,645.1620549,293.4458421,1078096.453,0.715701701,41,,,,,
2025-04-21,CAN,ANDROID,RMG,Video,30.566395,44.43461878,0.1,1080.408525,331.5636301,18909.15599,1,5,,,,,
2025-07-07,USA,IOS,RMG,Video,41.51473831,28.16894917,0.07159238463,546.8527271,371.1659912,1161593.809,0.654528806,39,,,,,
2025-05-12,USA,ANDROID,RMG,Playables,92.07798471,11.78955468,0,,164.6758756,95199.10613,0.30882091,17,,,,,
2024-12-16,CAN,IOS,RMG,Statics,0.48253,61.47714874,0.1083333333,860.6730937,946.5889752,12628.85612,0.451006829,3,,,,,
2025-03-24,USA,IOS,Sportsbetting,Video,16.107114,85.34184844,0.03577459545,1336.057406,302.4444613,421592.8387,0.718306515,4,,,,,
2024-08-19,USA,ANDROID,RMG,Playables,90.72021575,14.97997812,0,,123.5946262,15338.99893,0.231847478,4,,,,,
2025-01-13,PHL,ANDROID,RMG,Video,2.285047333,0.532031777,,,6.649273589,21343.01698,0.909277978,3,,,,,
2024-09-16,USA,IOS,RMG,Video,45.30723473,24.73717389,0.1160084626,509.3126071,329.9753915,1037599.031,0.718978013,45,,,,,
2024-08-05,BRA,ANDROID,RMG,Video,9.750958714,2.292264169,,,16.96680407,53143.9004,0.984271916,7,,,,,
2025-04-07,USA,IOS,RMG,Statics,0.722620233,37.40656163,0.08934058121,250.9338853,502.3781202,339022.0362,0.389130525,30,,,,,
2025-03-31,GBR,IOS,RMG,Video,18.17387953,41.96399623,0.09412958572,265.3695398,276.1440833,101498.5723,0.543309599,15,,,,,
2024-11-04,USA,IOS,RMG,Statics,0.455161852,23.83925214,0.06948950181,417.0327975,224.0652626,358385.9149,0.49016531,27,,,,,
2025-08-11,GBR,ANDROID,RMG,Video,27.89519614,18.83095238,0.1163265306,86.14849664,135.780046,47819.32156,0.963311318,7,,,,,
2025-07-28,GBR,IOS,RMG,Video,25.87040542,48.9839736,0.133959573,266.4406344,376.7131044,110303.432,0.513466661,12,,,,,
2024-12-09,USA,IOS,Sportsbetting,Statics,0.7613654,18.77698357,0.08286438187,209.2389811,146.6158201,148972.7058,0.484647089,5,,,,,
2025-08-25,USA,IOS,Sportsbetting,Video,28.55921,98.38589352,0.01455026455,1124.264936,1183.26933,88497.75239,0.583082008,3,,,,,
2025-06-23,USA,IOS,Sportsbetting,Video,24.3912705,73.52778764,0.04334365325,820.1012455,477.2719926,227394.2512,0.690989191,4,,,,,
2025-04-14,GBR,IOS,RMG,Video,19.89302193,45.83503256,0.09658434178,434.3321103,339.9121934,99991.38436,0.577497598,14,,,,,
2024-11-11,GBR,IOS,Sportsbetting,Statics,2.160168333,15.58556504,0.08925951101,163.6626714,178.0895964,33906.10045,0.819479944,3,,,,,
2025-01-06,USA,IOS,Sportsbetting,Video,15.04440675,89.38196517,0.09745759985,414.970246,427.820552,290285.7981,0.702254305,4,,,,,
2025-07-21,DEU,ANDROID,RMG,Playables,32.33328033,5.696787785,,,100.972911,21152.58883,0.321387284,3,,,,,
2024-09-02,CAN,IOS,RMG,Video,25.97843525,50.63457791,0.05369075369,1570.779783,475.6535059,42985.46378,0.830890488,4,,,,,
2025-03-10,USA,IOS,RMG,Statics,0.386347647,27.73286248,0.02380952381,348.3933989,333.5126171,708137.1896,0.454807856,34,,,,,
2024-08-19,USA,IOS,RMG,Video,40.24741776,22.31550289,0.1050622039,770.2755758,317.3524393,1291830.724,0.800338567,41,,,,,
2024-11-04,USA,IOS,Sportsbetting,Video,19.935904,45.08700346,0.05642378999,438.3645296,300.4585082,208362.4906,0.816107224,5,,,,,
2024-10-28,USA,IOS,RMG,Video,39.64352451,27.65440276,0.1221168584,823.3255382,299.9391867,1176841.544,0.72879483,39,,,,,
2025-07-07,USA,ANDROID,Sportsbetting,Video,24.226576,46.80649211,0.008928571429,4098.000615,791.4911722,11919.1631,0.726960821,3,,,,,
2025-04-28,USA,ANDROID,RMG,Playables,99.34808418,41.38930855,0,,279.1585192,75923.76307,0.271006546,11,,,,,
2025-06-16,USA,IOS,RMG,Playables,59.03135739,26.87430227,0.01923076923,1409.085702,446.2488937,163128.8113,0.498531579,13,,,,,
2025-03-03,USA,IOS,Sportsbetting,Video,13.4511295,111.0503697,0.05123220262,452.6466671,460.2528477,199354.4864,0.675532704,4,,,,,
2024-12-23,GBR,IOS,Sportsbetting,Statics,1.392876333,14.67623339,0.09604020551,127.9481166,122.5993712,34781.71246,0.717790498,3,,,,,
2025-03-24,BRA,ANDROID,RMG,Video,7.71797125,3.369737506,,,105.1130938,47562.0912,0.969013193,4,,,,,
2024-08-12,USA,IOS,RMG,Statics,0.371576269,20.04162125,0.09675823662,343.7439615,196.9456094,286886.0637,0.45736473,26,,,,,
2025-03-31,CAN,IOS,RMG,Video,24.13638038,48.22336043,0.02837675951,1218.863473,677.275528,89044.54955,0.853815587,8,,,,,
2024-11-18,USA,IOS,RMG,Statics,0.4459526,29.54201162,0.09395723657,996.2672042,399.2937321,333215.0864,0.506564735,25,,,,,
2024-11-25,GBR,IOS,RMG,Video,18.36801742,38.60825748,0.09344651764,354.9529359,312.1509027,78148.29185,0.4519417,12,,,,,
2024-09-16,USA,IOS,RMG,Playables,78.3200408,31.14230527,0.03214285714,1377.491196,480.8866225,81054.40768,0.242621299,10,,,,,
2025-02-17,USA,IOS,RMG,Statics,0.608120161,24.52622133,0.09829097071,405.2537116,260.4600705,551525.1669,0.364366271,31,,,,,
2025-04-21,GBR,ANDROID,RMG,Statics,0.342918,24.2460658,0.02777777778,218.7074505,311.4175885,5260.758657,0.30150867,3,,,,,
2024-09-23,DEU,IOS,RMG,Video,30.17819925,18.83207858,,,235.6064095,36765.03377,0.912353708,4,,,,,
2025-01-13,USA,IOS,Sportsbetting,Video,12.375971,65.31968556,0.1106753813,186.3983157,246.3377856,146349.3398,0.715012275,4,,,,,
2025-04-07,USA,ANDROID,RMG,Video,82.54828817,18.37574134,0.0302866242,1440.821958,237.0540709,777102.0368,0.820278532,48,,,,,
2024-09-02,GBR,IOS,RMG,Video,20.4467125,34.0746169,0.0915360196,252.6178967,273.7844252,108421.3647,0.548116561,12,,,,,
2025-03-31,USA,IOS,RMG,Video,57.68797445,28.2850158,0.09226313632,555.3760423,322.6684598,1294556.066,0.685162662,40,,,,,
2025-01-20,USA,IOS,RMG,Video,45.86680132,27.17938155,0.1036089619,975.5915371,360.061474,1441918.748,0.744864873,38,,,,,
2025-04-28,USA,IOS,RMG,Statics,0.373847606,31.32951964,0.05020393146,252.7816958,337.3908357,401957.5648,0.365847165,33,,,,,
2025-06-02,USA,ANDROID,RMG,Playables,95.67682215,13.24849733,0,,164.9360771,56013.52897,0.301065186,13,,,,,
2025-06-02,USA,ANDROID,RMG,Video,80.7596804,23.53681061,0.04949817774,1023.285811,320.179816,851713.8455,0.83009694,45,,,,,
