date_utc,os,format_type,sub_genre,n_apps,cpm_bm,ctr_bm,ipm_bm,cvr_bm,i2a_bm,cpa_bm,cpi_bm,cpftd_bm,cohort_imp,cohort_clk,cohort_ins,cohort_act,cohort_spend,cpm_weighted,cpi_weighted,cpftd_weighted,format_spend_share
2024-09-02,IOS,All,RMG,6,$2.44,2.16%,0.04611457821,0.0001970359727,0.125,820.0897631,58.3772554,820.0897631,15257487,162838,418,50,"$19,968.10",1.308741293,47.77058199,399.3620654,1
2024-09-02,ANDROID,All,RMG,7,$7.29,2.15%,0.416516258,0.000351000351,0.03571428571,249.3069321,12.16522542,450.1133407,1779115,67893,791,26,"$11,147.82",6.265933437,14.09332006,428.7621603,1
2024-09-02,ANDROID,All,Sportsbetting,5,$3.28,2.43%,0.1095644889,0.0002920107206,0.08639021797,395.0465007,30.54700265,395.0465007,2859857,81858,281,22,"$11,821.09",4.133454277,42.06792936,537.3221886,1
2024-09-02,IOS,All,Sportsbetting,11,$1.10,0.71%,0.06947336551,0.00310359589,0.1028368794,104.385317,21.71146206,117.4139565,50960450,604214,7739,377,"$71,289.88",1.39892572,9.211769507,189.0978361,1
2024-09-03,IOS,All,RMG,6,$2.14,1.92%,0.05549400541,0.000205114156,0.07389460933,500.6473064,52.5985467,"1,084.76",15539635,146705,745,99,"$19,740.31",1.270320358,26.49706671,199.3971182,1
2024-09-03,ANDROID,All,RMG,7,$8.35,2.24%,0.4533800263,0.0004452359751,0.0401459854,231.1377529,13.88844779,443.5007997,1730981,67186,783,22,"$11,829.32",6.833881866,15.10768795,537.6963485,1
2024-09-03,ANDROID,All,Sportsbetting,5,$3.99,2.80%,0.09412416737,0.0001887148519,0.06559139785,843.3937366,56.92993278,843.3937366,2850890,90140,260,17,"$12,774.06",4.480727484,49.13100453,751.4153634,1
2024-09-03,IOS,All,Sportsbetting,12,$1.32,0.71%,0.06437475595,0.003264417845,0.1132075472,85.48277314,9.51462037,85.48277314,50873336,609998,7892,422,"$72,340.21",1.42196704,9.166270529,171.4222915,1
2024-09-04,IOS,All,RMG,6,$2.23,2.14%,0.0496679014,0.0002540614546,0.149825784,294.9082937,58.02994603,294.9082937,14096391,150891,643,66,"$18,983.33",1.346680459,29.52307045,287.6262772,1
2024-09-04,ANDROID,All,RMG,7,$14.97,3.57%,0.4812516639,0.0004050142468,0.04290944995,357.0073104,19.51864082,468.8393764,1367643,64080,699,24,"$11,772.35",8.607763796,16.84169943,490.5144959,1
